web-scraper-order,web-scraper-start-url,main,main-href,banner-src,title,contact,reviewer_name,reviewer_date,reviewr_text,reviewer_image-src,pages,pages-href
"1591021944-4043","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Birdseed","https://www.yelp.com/biz/birdseed-cebu-city?osq=Restaurants","","Birdseed","+63-918-9444885","[{""reviewer_name"":""John L.""},{""reviewer_name"":""Kent H.""},{""reviewer_name"":""Maya S.""},{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Alan S.""},{""reviewer_name"":""Carl V.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Rustum N.""},{""reviewer_name"":""Cha S.""},{""reviewer_name"":""ravi b.""},{""reviewer_name"":""Paula T.""},{""reviewer_name"":""Chris M.""},{""reviewer_name"":""Pablo G.""}]","[{""reviewer_date"":""12/3/2016""},{""reviewer_date"":""2/20/2020""},{""reviewer_date"":""5/25/2019""},{""reviewer_date"":""6/27/2019""},{""reviewer_date"":""7/5/2019""},{""reviewer_date"":""9/12/2018""},{""reviewer_date"":""10/27/2016""},{""reviewer_date"":""3/26/2019""},{""reviewer_date"":""1/8/2017""},{""reviewer_date"":""5/12/2018""},{""reviewer_date"":""7/14/2017""},{""reviewer_date"":""2/27/2016""},{""reviewer_date"":""12/21/2016""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/ayuc1rYMftXdplCiVizfBg/168s.jpg","",""
"1591020999-2481","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Yakimix","https://www.yelp.com/biz/yakimix-cebu-city?osq=Restaurants","","Yakimix","+63-32-2547499","[{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Thu N.""},{""reviewer_name"":""Juan B.""}]","[{""reviewer_date"":""2/6/2017""},{""reviewer_date"":""Updated review""},{""reviewer_date"":""10/9/2016""},{""reviewer_date"":""Previous review""},{""reviewer_date"":""12/10/2016""},{""reviewer_date"":""5/30/2017""}]","This place gets the jon done. Its not super fancy but not dingy or terrible either. This place just opened compared to the escario location, so things are in descent shape. The price is very reasonable in my opinion. The staff is accommodating though not quick, but understandable since they deal with a high volume of people at times. I would definitely come to his place when the budget allows more than the fancy places since they are more expensive.","","7","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=180"
"1591020730-2037","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Veranda Restobar","https://www.yelp.com/biz/veranda-restobar-mandaue-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/0VHIr4VvqKmk13e7Vkd1uQ/l.jpg","Veranda Restobar","null","[{""reviewer_name"":""Alan S.""},{""reviewer_name"":""Charles H.""}]","[{""reviewer_date"":""12/28/2018""},{""reviewer_date"":""1/27/2020""}]","","","9","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=240"
"1591021211-2773","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Taitong Steamer Foods","https://www.yelp.com/biz/taitong-steamer-foods-mandaue-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/MHnoKIpRENp4o48ypUr5qw/o.jpg","Taitong Steamer Foods","+63-2-2390023","[{""reviewer_name"":""Toyo M.""}]","[{""reviewer_date"":""7/4/2016""}]","","","6","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=150"
"1591021437-3145","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Ramen Yushoken","https://www.yelp.com/biz/ramen-yushoken-mandaue-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/MNuciK9p6BwuuLnSDnqp2g/l.jpg","Ramen Yushoken","+63-32-3677017","[{""reviewer_name"":""Angela L.""},{""reviewer_name"":""Gio G.""},{""reviewer_name"":""Dani S.""},{""reviewer_name"":""Zerra Mae Lyka L.""},{""reviewer_name"":""Judy J.""}]","[{""reviewer_date"":""1/13/2017""},{""reviewer_date"":""6/25/2019""},{""reviewer_date"":""8/15/2019""},{""reviewer_date"":""9/11/2018""},{""reviewer_date"":""2/23/2017""}]","","","4","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=90"
"1591020843-2232","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Cardinal Coffea","https://www.yelp.com/biz/cardinal-coffea-cebu-city?osq=Restaurants","","Cardinal Coffea","cardinalcoffea.business.site","[{""reviewer_name"":""PatrickJ T.""}]","[{""reviewer_date"":""8/10/2019""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/XIjGIQ0wgQlORpt3UnMQhA/168s.jpg","8","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=210"
"1591021350-2973","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Providore","https://www.yelp.com/biz/providore-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/ZQ0Cbjkl3hQTHX6Js77czg/l.jpg","Providore","+63-32-2730707","[{""reviewer_name"":""PatrickJ T.""}]","[{""reviewer_date"":""8/4/2019""}]","","","5","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=120"
"1591021695-3527","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Hukad sa Golden Cowrie","https://www.yelp.com/biz/hukad-sa-golden-cowrie-cebu-city?osq=Restaurants","","Hukad sa Golden Cowrie","alwaysafeast.ph","[{""reviewer_name"":""Jonny M.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Robert N.""},{""reviewer_name"":""Michael H.""},{""reviewer_name"":""Totong B.""},{""reviewer_name"":""Kelsie H.""},{""reviewer_name"":""Jenny C.""},{""reviewer_name"":""Swan L.""},{""reviewer_name"":""Emma D.""},{""reviewer_name"":""Keisha R.""},{""reviewer_name"":""Liza M.""},{""reviewer_name"":""Thomas L.""},{""reviewer_name"":""Nataraki T.""}]","[{""reviewer_date"":""2/7/2019""},{""reviewer_date"":""10/27/2017""},{""reviewer_date"":""11/14/2016""},{""reviewer_date"":""3/30/2019""},{""reviewer_date"":""1/3/2019""},{""reviewer_date"":""9/1/2016""},{""reviewer_date"":""2/5/2019""},{""reviewer_date"":""10/2/2016""},{""reviewer_date"":""5/30/2015""},{""reviewer_date"":""1/24/2017""},{""reviewer_date"":""6/9/2017""},{""reviewer_date"":""8/11/2015""},{""reviewer_date"":""12/31/2017""}]","Great place for Filipino food if you're craving some plus you get unlimited white rice.  I'm more of a garlic rice fan.

They have some yummy vegetarian dishes too like this nangka dish and the adobong Kang kong.  Also price wise it doesn't hurt you wallet.","","3","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=60"
"1591021418-3106","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","CoCo Ichibanya","https://www.yelp.com/biz/coco-ichibanya-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/D6tDlnpnpxXkYXc2N2YorQ/l.jpg","CoCo Ichibanya","null","[{""reviewer_name"":""Cha S.""}]","[{""reviewer_date"":""11/30/2018""}]","","","4","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=90"
"1591020787-2151","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Blackbeard’s Seafood Island","https://www.yelp.com/biz/blackbeards-seafood-island-cebu-city?osq=Restaurants","","Blackbeard's Seafood Island","null","[{""reviewer_name"":""Dexter V.""},{""reviewer_name"":""Marc P.""}]","[{""reviewer_date"":""5/7/2016""},{""reviewer_date"":""1/31/2017""}]","One of my first meals back in the motherland and my brother decides to take me to an amazing seafood restaurant located within Ayala Mall in Cebu.  There is something to be said about how deliciously fresh seafood can be when you know the supply probably had just been caught this morning.  There's no long term refrigeration here people.  The crab, fish, and all matter of sea creatures that were prepared for the benefit of my hungry stomach could not be any fresher.  Actually the only way that it could be is for me to catch it down by the beach and then clean it and cook it myself.  But that's too much of a hassle so I'll settle for a restaurant that does all of it and I don't have to break a sweat.

Blackbeard's is a casual restaurant that is warm and inviting.  By warm I mean the welcome not the temperature.  Thankfully the restaurant is fully air-conditioned so I actually stopped sweating for some time.  It was a welcome respite from the stifling outside temperature.  The look and feel definitely screams island life, which was fitting considering it was my first time back to this island in more than a decade.

I trusted my sister-in-law to order what she thought was best.  The menu was extensive but she went with the Mt. Apo.  This particular order is meant to be shared by 5-7 people.  It has everything that you could imagine.  Crabs, shrimp, squid, chicken prepared two ways, vegetables, rice, and so much more.  This platter came out and I was instantly blown away.  The presentation, the aroma, and the quantity is beyond expectation.  They say a picture is worth a thousand words but in this case no words could adequately describe what was set before me and my fam.  My nephews and I dug right into it and I was instantly transported to food nirvana.  Delicious is an understatement.  I could have eaten everything on that huge platter myself if only my stomach didn't have a finite amount of stretching ability to it.  I knew that my sis-in-law had made the right choice and I couldn't have been any happier.

If you happen to be in Ayala Mall or nearby, don't hesitate to make your way to this place.  Trust me when I say this you will not be disappointed.","","8","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=210"
"1591021135-2675","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Seafood Island","https://www.yelp.com/biz/seafood-island-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/QA8re0eoZgh_LWyLEPqv3A/l.jpg","Seafood Island","+63-917-6254695","[{""reviewer_name"":""Benedict A.""},{""reviewer_name"":""Paula W.""},{""reviewer_name"":""Marcus T.""}]","[{""reviewer_date"":""3/30/2018""},{""reviewer_date"":""6/2/2019""},{""reviewer_date"":""5/1/2019""}]","","","6","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=150"
"1591021201-2769","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Neo Neo BBQ Grille","https://www.yelp.com/biz/neo-neo-bbq-grille-cebu-city-2?osq=Restaurants","","Neo Neo BBQ Grille","+63-32-2326688","[{""reviewer_name"":""Michael C.""},{""reviewer_name"":""James R.""}]","[{""reviewer_date"":""7/5/2015""},{""reviewer_date"":""11/4/2015""}]","Delicious is the best thing that describes this place! They have the best tasting ngohiong, pancit, and bbq at a price that everyone can afford. 

The place is spacious with outside and inside seating. Well lit and well ventilated, the venue is best for both family and corporate get togethers.","","6","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=150"
"1591021503-3256","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Lighthouse Restaurant","https://www.yelp.com/biz/lighthouse-restaurant-cebu-city?osq=Restaurants","","Lighthouse Restaurant","+63-32-2325028","[{""reviewer_name"":""Cristito C.""},{""reviewer_name"":""Paul T.""}]","[{""reviewer_date"":""1/30/2019""},{""reviewer_date"":""9/27/2019""}]","There are so many choices for Filipino food in Cebu.  My favorite after trying many, is Lighthouse.  Also specifically this location. The reason being a newer more spacious and island theme restaurant.  The food  has been great that I have returned a few times, the quality is consistent and the prices are very reasonable.  Dishes can be simple but with ingredients that would be hard to find in the states.  Tuna belly, tuna jaw, crispy kangkong, bicol express, and baked stuffed mussels, scallops and oysters.   Also a big plus is that it isn't crowded and they can easily accommodate large parties.","","4","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=90"
"1591020934-2396","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","10 Doves Street","https://www.yelp.com/biz/10-doves-street-mandaue-city?osq=Restaurants","","10 Doves Street","+63-32-4181010","[{""reviewer_name"":""Kristen T.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Hazel L.""},{""reviewer_name"":""ravi b.""},{""reviewer_name"":""Katrina E.""},{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Myles C.""}]","[{""reviewer_date"":""8/18/2019""},{""reviewer_date"":""9/27/2016""},{""reviewer_date"":""2/27/2019""},{""reviewer_date"":""5/12/2018""},{""reviewer_date"":""11/5/2016""},{""reviewer_date"":""12/24/2015""},{""reviewer_date"":""Updated review""},{""reviewer_date"":""11/8/2015""},{""reviewer_date"":""Previous review""},{""reviewer_date"":""2/3/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/c5TEGUGmmpMrl1qkx57QmQ/168s.jpg","7","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=180"
"1591020662-1954","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Fujinoya","https://www.yelp.com/biz/fujinoya-cebu-city?osq=Restaurants","","Fujinoya","+63-2-2315238","[{""reviewer_name"":""Kelsie H.""},{""reviewer_name"":""Paul E.""},{""reviewer_name"":""Rey P.""},{""reviewer_name"":""Toyo M.""}]","[{""reviewer_date"":""9/1/2016""},{""reviewer_date"":""5/18/2019""},{""reviewer_date"":""10/11/2017""},{""reviewer_date"":""4/25/2016""}]","I ordered honey latte, I got mocha latte. There were no blueberries in my blueberry muffin which was baked two days ago. I said I wanted my muffin cold, I got it warmed. 

And what I said so far are the high points. 

The kitchen isn't operating until October 16. The CR is in the second floor.","","9","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=240"
"1591020649-1941","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Butterbean Desserts and Cafe","https://www.yelp.com/biz/butterbean-desserts-and-cafe-cebu-city?osq=Restaurants","","Butterbean Desserts and Cafe","butterbean.ph","[{""reviewer_name"":""Cha S.""}]","[{""reviewer_date"":""1/11/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/dGZqrJgk7toXlHaGydIw6g/168s.jpg","9","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=240"
"1591021427-3135","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Cafe Laguna","https://www.yelp.com/biz/cafe-laguna-cebu-city-3?osq=Restaurants","","Cafe Laguna","cafelaguna.com/cafe-laguna","[{""reviewer_name"":""Michael L.""},{""reviewer_name"":""PatrickJ T.""},{""reviewer_name"":""Lu C.""}]","[{""reviewer_date"":""6/29/2018""},{""reviewer_date"":""12/25/2019""},{""reviewer_date"":""5/19/2018""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/OgNMYMCWK-dPcjOICH5paA/168s.jpg","4","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=90"
"1591022027-4350","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","House of Lechon","https://www.yelp.com/biz/house-of-lechon-cebu-city?osq=Restaurants","","House of Lechon","+63-32-2310958","[{""reviewer_name"":""Diego R.""},{""reviewer_name"":""Winlee W.""},{""reviewer_name"":""Carissa C.""},{""reviewer_name"":""Katrina C.""},{""reviewer_name"":""Edwin R.""},{""reviewer_name"":""Keith A.""},{""reviewer_name"":""Jerry H.""},{""reviewer_name"":""Val Y.""},{""reviewer_name"":""Evee N.""},{""reviewer_name"":""Joan N.""},{""reviewer_name"":""Gloria C.""},{""reviewer_name"":""Christy S.""},{""reviewer_name"":""Lina C.""},{""reviewer_name"":""Mark H.""},{""reviewer_name"":""Jonnah M.""},{""reviewer_name"":""Derek W.""},{""reviewer_name"":""Phil S.""},{""reviewer_name"":""Paulamertha A.""},{""reviewer_name"":""Benedict A.""},{""reviewer_name"":""Lynne C.""}]","[{""reviewer_date"":""2/17/2020""},{""reviewer_date"":""12/6/2019""},{""reviewer_date"":""12/4/2019""},{""reviewer_date"":""8/31/2019""},{""reviewer_date"":""3/16/2019""},{""reviewer_date"":""4/19/2019""},{""reviewer_date"":""2/19/2019""},{""reviewer_date"":""1/1/2019""},{""reviewer_date"":""3/14/2019""},{""reviewer_date"":""9/3/2018""},{""reviewer_date"":""12/6/2018""},{""reviewer_date"":""6/26/2019""},{""reviewer_date"":""11/20/2019""},{""reviewer_date"":""12/15/2018""},{""reviewer_date"":""1/13/2019""},{""reviewer_date"":""4/27/2017""},{""reviewer_date"":""2/9/2018""},{""reviewer_date"":""2/16/2017""},{""reviewer_date"":""3/23/2018""},{""reviewer_date"":""8/2/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/IrEmLBCQJnmN_cDrFLburA/348s.jpg","",""
"1591020940-2416","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Sachi","https://www.yelp.com/biz/sachi-mandaue-city-2?osq=Restaurants","","Sachi","+63-32-5058165","[{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Ed T.""},{""reviewer_name"":""Keisha R.""},{""reviewer_name"":""Myles C.""},{""reviewer_name"":""Chris S.""}]","[{""reviewer_date"":""5/16/2017""},{""reviewer_date"":""10/13/2017""},{""reviewer_date"":""4/7/2019""},{""reviewer_date"":""3/2/2017""},{""reviewer_date"":""7/20/2016""},{""reviewer_date"":""8/23/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/PksmYfzaJqfVRWEzt8vu9Q/348s.jpg","7","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=180"
"1591021683-3508","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Red House Shabu Shabu","https://www.yelp.com/biz/red-house-shabu-shabu-cebu-city-3?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/Z4GW-qbXNr0G0_PVKbaIDw/l.jpg","Red House Shabu Shabu","+63-32-2663830","[{""reviewer_name"":""Colby W.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Brian J.""},{""reviewer_name"":""Thomas K.""},{""reviewer_name"":""Angela L.""},{""reviewer_name"":""Monz S.""}]","[{""reviewer_date"":""10/22/2017""},{""reviewer_date"":""4/3/2018""},{""reviewer_date"":""7/5/2015""},{""reviewer_date"":""5/24/2016""},{""reviewer_date"":""3/17/2016""},{""reviewer_date"":""6/30/2017""}]","","","3","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=60"
